CYP51A1 LSS
SNRNP200 SNRPB
SNRNP200 EFTUD2
SNRNP200 XAB2
SNRNP200 CRNKL1
SNRNP200 SF3A3
SNRNP200 SF3B1
SNRNP200 SNRPD2
SNRNP200 NHP2L1
CYC1 UQCRB
CYC1 UQCR11
CYC1 UQCR10
CYC1 MT-CYB
CYC1 UQCRQ
TCP1 CCT4
MRPS11 MRPS14
MRPS11 MRPL36
MRPS11 MRPS16
MRPS11 MRPS15
MRPS11 MRPS2
RABGGTB RABGGTA
STX4 STXBP3
COX5A MT-CO2
COX5A COX7C
COX5A COX6C
COX5A COX4I1
GYS1 GBE1
KIAA0196 KIAA1033
OS9 SYVN1
OS9 SEL1L
RUVBL1 RUVBL2
CDK5R1 CDK5
VPS37A VPS28
INTS3 INTS2
INTS3 VWA9
INTS3 INIP
INTS3 INTS4
INTS3 POLR2H
INTS3 INTS7
INTS3 INTS10
INTS3 POLR2E
INTS3 INTS8
INTS3 NABP1
INTS3 INTS12
INTS3 POLR2B
INTS3 INTS9
INTS3 INTS5
INTS3 CPSF3L
INTS3 NABP2
INTS3 INTS1
INTS3 POLR2A
RPS15A RPL28
RPS15A RPS18
RPS15A RPLP2
RPS15A RPS4X
RPS15A RPS17
RPS15A RPS28
RPS15A RPL34
RPS15A RPL39
RPS15A RPL7
RPS15A GNB2L1
RPS15A RPS3A
RPS15A RPL11
RPS15A RPL3
RPS15A RPL10
RPS15A RPL27
RPS15A RPL7A
RPS15A RPL21
RPS15A RPL31
RPS15A RPL24
RPS15A RPSA
RPS15A RPS29
RPS15A RPL27A
RPS15A FAU
RPS15A RPL23A
RPS15A RPL30
RPS15A RPS24
RPS15A RPL23
RPS15A RPS6
RPS15A RPS13
RPS15A RPL36
RPS15A RPL37A
RPS15A RPL35A
RPS15A RPL36A
RPS15A RPL32
RPS15A RPS7
RPS15A RPL10A
RPS15A RPS25
RPS15A RPS14
RPS15A RPL5
RPS15A RPS20
RPS15A RPL22
RPS15A RPL17
RPS15A RPS21
RPS15A RPLP0
RPS15A RPLP1
RPS15A RPL14
RPS15A RPL12
RPS15A RPL9
RPS15A RPS8
RPS15A RPS27
RPS15A RPL13A
RPS15A UBA52
RPS15A RPS10
RPS15A RPL18
RPS15A RPL26
RPS15A RPS26
RPS15A EEF1A1
RPS15A RPS2
RPS15A RPS19
RPS15A RPL29
RPS15A RPS15
RPS15A RPS5
RPS15A RPL6
BID CASP8
SF3B2 SF3B5
SF3B2 SF3B1
SF3B2 CDC5L
SUPT6H SUPT5H
MAGOHB RBM8A
MALT1 BCL10
GCSH GLDC
EZH2 AEBP2
MRPS23 DAP3
MRPS23 MRPS2
ARID1A SMARCA4
EDC3 DCP2
EDC3 DDX6
EDC3 DCP1A
CALR P4HB
IL17RA IL17A
CNOT1 CNOT7
CNOT1 CNOT4
CNOT1 CNOT6L
CNOT1 CNOT3
CNOT1 CNOT6
CNOT1 CNOT8
TAC1 TACR2
TALDO1 TKT
CDC25C CDK1
DIS3L EXOSC10
DIS3L EXOSC6
DIS3L EXOSC1
DIS3L EXOSC9
DIS3L EXOSC2
DIS3L EXOSC3
DIS3L EXOSC8
DSCC1 RFC4
RRS1 RPF2
RPLP2 RPL28
RPLP2 RPS4X
RPLP2 RPS17
RPLP2 RPS28
RPLP2 RPL39
RPLP2 RPL7
RPLP2 RPL3
RPLP2 RPL27
RPLP2 RPL7A
RPLP2 RPL21
RPLP2 RPL31
RPLP2 RPL24
RPLP2 RPL26L1
RPLP2 FAU
RPLP2 RPS27L
RPLP2 RPS13
RPLP2 RPL36
RPLP2 RPL37A
RPLP2 RPS25
RPLP2 RPL5
RPLP2 RPLP0
RPLP2 RPLP1
RPLP2 RPL14
RPLP2 RPL9
RPLP2 RPS8
RPLP2 UBA52
RPLP2 RPS10
RPLP2 RPL18
RPLP2 RPS2
RPLP2 RPS19
RPLP2 RPS5
RPLP2 RPS18
RPLP2 RPL34
RPLP2 RPS3A
RPLP2 RPL11
RPLP2 RPSA
RPLP2 RPS29
RPLP2 RPL27A
RPLP2 RPL23A
RPLP2 RPL30
RPLP2 RPS24
RPLP2 RPL23
RPLP2 RPS6
RPLP2 RPL35A
RPLP2 RPL36A
RPLP2 RPL32
RPLP2 RPS7
RPLP2 RPL10A
RPLP2 RPS14
RPLP2 RPS20
RPLP2 RPL22
RPLP2 RPL17
RPLP2 RPS21
RPLP2 RPL12
RPLP2 RPS27
RPLP2 RPL13A
RPLP2 RPL26
RPLP2 RPS26
RPLP2 RPL29
RPLP2 RPS15
RPLP2 RPL6
HBA1 HBB
TUFM MRPL2
NDUFV1 MT-ND1
NDUFV1 NDUFS5
NDUFV1 NDUFS2
NDUFV1 NDUFA13
NDUFV1 NDUFV2
NDUFV1 NDUFV3
NDUFV1 NDUFA12
NDUFV1 NDUFA8
NDUFV1 NDUFB6
NDUFV1 NDUFS1
NDUFV1 MT-ND5
NDUFV1 NDUFA6
NDUFV1 MT-ND3
POLE POLA1
POLE POLD1
EXOSC3 EXOSC10
EXOSC3 C1D
EXOSC3 EXOSC2
EXOSC3 EXOSC6
EXOSC3 DIS3
EXOSC3 EXOSC8
EXOSC3 EXOSC1
EXOSC3 EXOSC9
NDUFAF3 NDUFS2
NDUFAF3 NDUFAF4
SMC1A SMC3
MED14 MED6
MED14 MED18
MED14 MED12
PRKAG1 PRKAA1
SMARCE1 SMARCA4
PRPF31 PRPF8
PRPF31 LSM5
PRPF31 PRPF4
PRPF31 SF3B1
PRPF31 SNRPD2
PRPF31 EFTUD2
PRPF31 NHP2L1
POLR2L POLR1B
POLR2L POLR2H
POLR2L POLR2F
POLR2L POLR2E
POLR2L POLR2K
POLR2L POLR2B
POLR2L POLR1C
POLR2L INTS5
POLR2L POLR2A
HSPA5 ATF6
ULK1 ATG101
ULK1 ATG13
PPP2R1A PPP2R2A
PPP2R1A PPP2R3B
PPP2R1A PPP2R4
PPP2R1A PPP2CA
PPP2R1A PPP2R5C
GSK3B AKT1
STK11 STRADA
COPG1 COPA
COPG1 COPB2
COPG1 COPZ1
NCAPD2 SMC4
PPP2R2A PPP2CA
HADHB HADHA
AP3S1 AP3D1
HNRNPM HNRNPK
HNRNPM HNRNPA1
HNRNPM PLRG1
HNRNPM HNRNPH1
HNRNPM SRSF2
WDR33 CPSF1
WDR33 FIP1L1
KARS IARS
KARS EPRS
MED16 MED18
MED16 MED12
STK25 PDCD10
SEC16A SEC13
MRE11A RAD50
SRSF7 TRA2B
SRRM1 NXF1
PSEN1 PSENEN
PSEN1 APH1A
EIF4A2 EIF4G1
EIF4A2 EIF4E
EIF4A2 EIF4G3
THOC6 THOC5
TACC3 CKAP5
MED25 MED12
CUL1 CAND1
NCBP2 NCBP1
NCBP2 SMG1
NCBP2 RBM8A
LIMS2 ILK
CIRH1A WDR46
CIRH1A WDR36
CIRH1A NOP14
CIRH1A WDR43
CIRH1A PDCD11
CIRH1A NOP56
CIRH1A HEATR1
CCT6B CCT4
NDUFV2 MT-ND1
NDUFV2 NDUFS5
NDUFV2 NDUFS2
NDUFV2 NDUFA13
NDUFV2 NDUFV3
NDUFV2 NDUFA5
NDUFV2 NDUFA12
NDUFV2 NDUFA8
NDUFV2 NDUFB6
NDUFV2 NDUFS1
NDUFV2 MT-ND5
NDUFV2 NDUFA6
NDUFV2 NDUFAB1
NDUFV2 MT-ND3
NDUFV2 NDUFA11
INTS5 INTS2
INTS5 VWA9
INTS5 INTS4
INTS5 POLR2H
INTS5 INTS7
INTS5 INTS10
INTS5 POLR2E
INTS5 INTS8
INTS5 NABP1
INTS5 INTS12
INTS5 POLR2B
INTS5 INTS9
INTS5 CPSF3L
INTS5 NABP2
INTS5 INTS1
INTS5 POLR2A
SRPR SRPRB
GLRX5 BOLA3
EFNA5 EPHA3
EFNA5 EPHB2
EFNA5 EPHA2
NOC4L WDR46
NOC4L NOP14
GTF2H2 ERCC5
GTF2H2 ERCC2
GTF2H2 GTF2H3
GTF2H2 GTF2H5
LIN9 LIN54
LIN9 LIN52
COPB2 COPA
COPB2 COPG2
COPB2 COPZ1
PHF12 MORF4L1
TBK1 AZI2
CASP9 XIAP
CASP9 APAF1
TRAPPC6B TRAPPC4
TRAPPC6B TRAPPC3
NDNL2 SMC6
NDNL2 NSMCE1
NDUFA12 NDUFS5
NDUFA12 NDUFA5
NDUFA12 NDUFA8
NDUFA12 NDUFA13
NDUFA12 NDUFB6
NDUFA12 NDUFS1
NDUFA12 NDUFC1
NDUFA12 NDUFA6
NDUFA12 NDUFAB1
NDUFA12 NDUFA11
NDUFB1 NDUFA6
NDUFB1 NDUFA8
NDUFB1 NDUFC1
FANCF FANCA
FANCF FANCL
FANCF STRA13
FANCF C1ORF86
FANCF C17ORF70
FANCF FANCG
RPS27L RPS4X
RPS27L RPS28
RPS27L RPL7
RPS27L RPS3A
RPS27L RPL11
RPS27L RPL21
RPS27L RPL31
RPS27L RPL24
RPS27L RPL27A
RPS27L RPL23A
RPS27L RPS24
RPS27L RPL23
RPS27L RPS6
RPS27L RPS13
RPS27L RPL37A
RPS27L RPL10A
RPS27L RPS25
RPS27L RPL5
RPS27L RPS20
RPS27L RPL22
RPS27L RPS21
RPS27L RPL14
RPS27L RPL12
RPS27L RPL9
RPS27L RPS8
RPS27L RPL18
RPS27L RPS2
RPS27L RPL6
ZNRD1 POLR2H
ZNRD1 POLR2E
BOLA3 BOLA1
NPLOC4 VCP
EEF1G EEF1B2
EEF1G EEF1A1
EEF1G EEF1D
HIST2H2AC HIST2H2BE
NOP10 DKC1
EIF3C EIF3F
EIF3C EIF3B
EIF3C EIF3H
EIF3C EIF3I
EIF3C EIF3A
EIF3C EIF3M
EIF3C EIF3L
UQCR10 UQCRB
UQCR10 UQCR11
UQCR10 UQCRQ
C17ORF70 FANCA
C17ORF70 FANCL
C17ORF70 TOP3A
C17ORF70 STRA13
C17ORF70 C1ORF86
C17ORF70 C19ORF40
C17ORF70 FANCB
C17ORF70 BLM
C17ORF70 FANCG
MRPL40 MRPL19
MRPL40 MRPL47
MRPL40 MRPL36
MRPL40 MRPL2
MRPL40 MRPS16
MRPL40 MRPL14
MRPL40 MRPL41
MTA1 RBBP4
MTA1 HDAC1
BTLA TNFRSF14
NDEL1 PAFAH1B1
PARVA ILK
EXOC7 EXOC3
EXOC7 EXOC5
EXOC7 EXOC8
F3 F7
GNG2 GNB1
POLR3C POLR3D
POLR3C POLR3H
POLR3C POLR3F
POLR3C POLR2H
POLR3C POLR3A
POLR3C POLR1C
ARID2 PBRM1
PDCD1 CD274
HSP90AA1 PTGES3
HSP90AA1 STIP1
HSP90AA1 HSPA8
VPS39 VPS11
SF3B1 PRPF8
SF3B1 CDC5L
SF3B1 EFTUD2
SF3B1 SF3B5
SF3B1 SF3A3
SF3B1 SNRPD2
SF3B1 DDX42
CASC5 ZWINT
AP1S1 AP1B1
AP1S1 AP1M1
AP1S1 AP1G1
DHX15 TFIP11
SUPT7L TAF9
SUPT7L SUPT3H
FIP1L1 CPSF1
TUBA1B TUBB4B
TUBA1B TUBB
CENPA CENPN
CENPA HJURP
SEL1L SYVN1
CENPQ CENPP
CENPQ CENPO
SEC62 SEC63
ATG101 ATG13
EEF1A1 RPS4X
EEF1A1 GNB2L1
EEF1A1 RPL3
EEF1A1 RPL27
EEF1A1 RPL7A
EEF1A1 RPL21
EEF1A1 RPS13
EEF1A1 RPS25
EEF1A1 RPS8
EEF1A1 EEF1B2
EEF1A1 RPS2
EEF1A1 RPS19
EEF1A1 RPS5
EEF1A1 RPS18
EEF1A1 RPS3A
EEF1A1 RPL11
EEF1A1 RPS24
EEF1A1 RPL23
EEF1A1 RPS6
EEF1A1 RPL32
EEF1A1 RPS7
EEF1A1 RPL12
EEF1A1 RPL26
RPS7 RPL28
RPS7 RPS18
RPS7 RPS4X
RPS7 RPS17
RPS7 RPS28
RPS7 RPL34
RPS7 RPL39
RPS7 RPL7
RPS7 GNB2L1
RPS7 RPS3A
RPS7 RPL11
RPS7 RPL3
RPS7 RPL10
RPS7 RPL27
RPS7 RPL7A
RPS7 RPL21
RPS7 RPL31
RPS7 RPL24
RPS7 RPSA
RPS7 RPS29
RPS7 RPL26L1
RPS7 RPL27A
RPS7 FAU
RPS7 RPL23A
RPS7 RPL30
RPS7 RPS24
RPS7 RPL23
RPS7 RPS6
RPS7 RPS13
RPS7 RPL36
RPS7 RPL37A
RPS7 RPL35A
RPS7 RPL36A
RPS7 RPL32
RPS7 RPL10A
RPS7 RPS25
RPS7 RPS14
RPS7 RPL5
RPS7 RPS20
RPS7 RPL22
RPS7 RPL17
RPS7 RPS21
RPS7 RPLP0
RPS7 RPLP1
RPS7 RPL14
RPS7 RPL12
RPS7 RPL9
RPS7 RPS8
RPS7 RPS27
RPS7 RPL13A
RPS7 UBA52
RPS7 RPS10
RPS7 RPL18
RPS7 RPL26
RPS7 RPS26
RPS7 RPS2
RPS7 RPS19
RPS7 RPL29
RPS7 RPS15
RPS7 RPS5
RPS7 RPL6
ANAPC1 ANAPC16
ANAPC1 CDC26
ANAPC1 CDC16
ANAPC1 ANAPC10
ANAPC1 FZR1
ANAPC1 ANAPC4
ANAPC1 ANAPC7
ANAPC1 CDC20
ANAPC1 ANAPC13
ANAPC1 CDC27
ANAPC1 CDC23
PLAUR PLAU
NELFB NELFE
DFFB DFFA
NDUFA4 NDUFA6
CAMK2D CAMK2B
RPL7 RPL28
RPL7 RPS18
RPL7 RPS4X
RPL7 RPS17
RPL7 RPS28
RPL7 RPL34
RPL7 RPL39
RPL7 GNB2L1
RPL7 RPS3A
RPL7 RPL11
RPL7 RPL3
RPL7 RPL10
RPL7 RPL27
RPL7 RPL7A
RPL7 RPL21
RPL7 RPL31
RPL7 RPL24
RPL7 RPSA
RPL7 RPS29
RPL7 RPL27A
RPL7 FAU
RPL7 RPL23A
RPL7 RPL30
RPL7 RPS24
RPL7 RPL23
RPL7 RPS6
RPL7 RPS13
RPL7 RPL36
RPL7 RPL37A
RPL7 RPL35A
RPL7 RPL36A
RPL7 RPL32
RPL7 RPL10A
RPL7 RPS25
RPL7 RPS14
RPL7 RPL5
RPL7 RPS20
RPL7 RPL22
RPL7 RPL17
RPL7 RPS21
RPL7 RPLP0
RPL7 RPLP1
RPL7 RPL14
RPL7 RPL12
RPL7 RPL9
RPL7 RPS8
RPL7 RPS27
RPL7 RPL13A
RPL7 UBA52
RPL7 RPS10
RPL7 RPL18
RPL7 RPL26
RPL7 RPS26
RPL7 RPS2
RPL7 RPS19
RPL7 RPL29
RPL7 RPS15
RPL7 RPS5
RPL7 RPL6
TSLP CRLF2
MRPL43 MRPL47
MRPL43 MRPS16
MRPL43 MRPS2
MIOS SEH1L
MIOS SEC13
MIOS DEPDC5
MIOS NPRL3
TAF9B TAF6
TAF3 TAF6
ACVR2B BMP2
GANAB PRKCSH
EIF4EBP1 MTOR
EIF4EBP1 EIF4E
GTF2F2 GTF2F1
GTF2F2 GTF2E2
GTF2F2 POLR2E
GTF2F2 GTF2B
GTF2F2 POLR2B
GTF2F2 POLR2A
ASH2L WDR5
ASH2L DPY30
MRPL20 MRPL18
MRPL20 MRPL21
STAT5A JAK2
GSPT2 SMG1
GSPT2 UPF1
TRADD TNF
JARID2 AEBP2
SEPT6 SEPT2
HNRNPA1 HNRNPK
HNRNPA1 HNRNPH1
HNRNPA1 HNRNPA2B1
HNRNPA1 HNRNPC
HNRNPA1 TRA2B
HNRNPA1 PTBP1
RPS2 RPL28
RPS2 RPS18
RPS2 RPS4X
RPS2 RPS17
RPS2 RPS28
RPS2 ETF1
RPS2 RPL34
RPS2 RPL39
RPS2 GNB2L1
RPS2 RPS3A
RPS2 RPL11
RPS2 RPL3
RPS2 RPL10
RPS2 RPL27
RPS2 RPL7A
RPS2 RPL21
RPS2 RPL31
RPS2 RPL24
RPS2 RPSA
RPS2 RPS29
RPS2 RPL27A
RPS2 FAU
RPS2 RPL23A
RPS2 RPL30
RPS2 RPS24
RPS2 RPL23
RPS2 RPS6
RPS2 RPS13
RPS2 RPL36
RPS2 RPL37A
RPS2 RPL35A
RPS2 RPL36A
RPS2 RPL32
RPS2 RPL10A
RPS2 RPS25
RPS2 RPS14
RPS2 RPL5
RPS2 RPS20
RPS2 RPL22
RPS2 RPL17
RPS2 RPS21
RPS2 RPLP0
RPS2 RPLP1
RPS2 RPL14
RPS2 RPL12
RPS2 RPL9
RPS2 RPS8
RPS2 RPS27
RPS2 RPL13A
RPS2 UBA52
RPS2 RPS10
RPS2 RPL18
RPS2 RPL26
RPS2 RPS26
RPS2 RPS19
RPS2 RPL29
RPS2 RPS15
RPS2 RPS5
RPS2 RPL6
SRP72 SRP54
SRP72 SRP19
NUP43 NUP37
NUP43 NUP160
NUP43 SEC13
SNRPD2 SF3B5
SNRPD2 PRPF8
SNRPD2 LSM5
SNRPD2 SNRPE
SNRPD2 LSM4
SNRPD2 CDC5L
SNRPD2 SNRPB
SNRPD2 EFTUD2
SNRPD2 LSM6
SNRPD2 SNRNP70
SNRPD2 LSM2
POLR2K POLR2H
POLR2K POLR2F
POLR2K POLR2E
POLR2K POLR2B
POLR2K POLR1C
POLR2K POLR2A
GNAI1 RGS14
GNAI1 GNB1
LAMTOR4 RRAGD
LAMTOR4 SLC38A9
LAMTOR4 MTOR
LAMTOR4 LAMTOR3
LAMTOR4 RRAGC
LAMTOR4 LAMTOR2
LAMTOR4 RRAGA
BRE BABAM1
BRE FAM175A
BRE UIMC1
BRE BRCC3
ATR CHEK1
ATR CHEK2
PDPK1 AKT1
PDPK1 AKT2
ATF3 JUN
CTNNB1 BTRC
CTNNB1 CTNNBIP1
CTNNB1 FYN
RBPJ MAML3
RBPJ MAML2
ARPC5L ARPC4
ARPC5L ARPC1B
ARPC5L ACTR2
NFYA NFYC
ATP7A ATOX1
NUP50 NUP153
RPS21 RPL28
RPS21 RPS18
RPS21 RPS4X
RPS21 RPS17
RPS21 RPS28
RPS21 RPL34
RPS21 RPL39
RPS21 GNB2L1
RPS21 RPS3A
RPS21 RPL11
RPS21 RPL3
RPS21 RPL10
RPS21 RPL27
RPS21 RPL7A
RPS21 RPL21
RPS21 RPL31
RPS21 RPL24
RPS21 RPSA
RPS21 RPS29
RPS21 RPL27A
RPS21 FAU
RPS21 RPL23A
RPS21 RPL30
RPS21 RPS24
RPS21 RPL23
RPS21 RPS6
RPS21 RPS13
RPS21 RPL36
RPS21 RPL37A
RPS21 RPL35A
RPS21 RPL36A
RPS21 RPL32
RPS21 RPL10A
RPS21 RPS25
RPS21 RPS14
RPS21 RPL5
RPS21 RPS20
RPS21 RPL22
RPS21 RPL17
RPS21 RPLP0
RPS21 RPLP1
RPS21 RPL14
RPS21 RPL12
RPS21 RPL9
RPS21 RPS8
RPS21 RPS27
RPS21 RPL13A
RPS21 UBA52
RPS21 RPS10
RPS21 RPL18
RPS21 RPL26
RPS21 RPS26
RPS21 RPS19
RPS21 RPL29
RPS21 RPS15
RPS21 RPS5
RPS21 RPL6
RPL3 RPL28
RPL3 RPS18
RPL3 RPS4X
RPL3 RPS17
RPL3 RPS28
RPL3 RPL34
RPL3 RPL39
RPL3 GNB2L1
RPL3 RPS3A
RPL3 RPL11
RPL3 RPL10
RPL3 RPL27
RPL3 RPL7A
RPL3 RPL21
RPL3 RPL31
RPL3 RPL24
RPL3 RPSA
RPL3 RPS29
RPL3 RPL26L1
RPL3 RPL27A
RPL3 FAU
RPL3 RPL23A
RPL3 RPL30
RPL3 RPS24
RPL3 RPL23
RPL3 RPS6
RPL3 RPS13
RPL3 RPL36
RPL3 RPL37A
RPL3 RPL35A
RPL3 RPL32
RPL3 RPL10A
RPL3 RPS25
RPL3 RPS14
RPL3 RPL5
RPL3 RPS20
RPL3 RPL22
RPL3 RPL17
RPL3 RPLP0
RPL3 RPLP1
RPL3 RPL14
RPL3 RPL12
RPL3 RPL9
RPL3 RPS8
RPL3 RPS27
RPL3 RPL13A
RPL3 UBA52
RPL3 RPS10
RPL3 RPL18
RPL3 RPL26
RPL3 RPS26
RPL3 RPS19
RPL3 RPL29
RPL3 RPS15
RPL3 RPS5
RPL3 RPL6
RPL36AL RPS17
RPL36AL RPL27A
RPL36AL RPL30
RPL36AL RPL35A
RPL36AL RPL10A
RPL36AL RPS27
RPL36AL RPS15
RPL27A RPL28
RPL27A RPS18
RPL27A RPS4X
RPL27A RPS17
RPL27A RPS28
RPL27A RPL34
RPL27A RPL39
RPL27A GNB2L1
RPL27A RPS3A
RPL27A RPL11
RPL27A RPL10
RPL27A RPL27
RPL27A RPL7A
RPL27A RPL21
RPL27A RPL31
RPL27A RPL24
RPL27A RPSA
RPL27A RPS29
RPL27A RPL26L1
RPL27A FAU
RPL27A RPL23A
RPL27A RPL30
RPL27A RPS24
RPL27A RPL23
RPL27A RPS6
RPL27A RPS13
RPL27A RPL36
RPL27A RPL37A
RPL27A RPL35A
RPL27A RPL36A
RPL27A RPL32
RPL27A RPL10A
RPL27A RPS25
RPL27A RPS14
RPL27A RPL5
RPL27A RPS20
RPL27A RPL22
RPL27A RPL17
RPL27A RPLP0
RPL27A RPLP1
RPL27A RPL14
RPL27A RPL12
RPL27A RPL9
RPL27A RPS8
RPL27A RPS27
RPL27A RPL13A
RPL27A UBA52
RPL27A RPS10
RPL27A RPL18
RPL27A RPL26
RPL27A RPS26
RPL27A RPS19
RPL27A RPL29
RPL27A RPS15
RPL27A RPS5
RPL27A RPL6
RPL21 RPL28
RPL21 RPS18
RPL21 RPS4X
RPL21 RPS17
RPL21 RPS28
RPL21 RPL34
RPL21 RPL39
RPL21 GNB2L1
RPL21 RPS3A
RPL21 RPL11
RPL21 RPL10
RPL21 RPL27
RPL21 RPL7A
RPL21 RPL31
RPL21 RPL24
RPL21 RPSA
RPL21 RPS29
RPL21 RPL26L1
RPL21 FAU
RPL21 RPL23A
RPL21 RPL30
RPL21 RPS24
RPL21 RPL23
RPL21 RPS6
RPL21 RPS13
RPL21 RPL36
RPL21 RPL37A
RPL21 RPL35A
RPL21 RPL36A
RPL21 RPL32
RPL21 RPL10A
RPL21 RPS25
RPL21 RPS14
RPL21 RPL5
RPL21 RPS20
RPL21 RPL22
RPL21 RPL17
RPL21 RPLP0
RPL21 RPLP1
RPL21 RPL14
RPL21 RPL12
RPL21 RPL9
RPL21 RPS8
RPL21 RPS27
RPL21 RPL13A
RPL21 UBA52
RPL21 RPS10
RPL21 RPL18
RPL21 RPL26
RPL21 RPS26
RPL21 RPS19
RPL21 RPL29
RPL21 RPS15
RPL21 RPS5
RPL21 RPL6
ANXA2 S100A10
RPLP1 RPL28
RPLP1 RPS18
RPLP1 RPS4X
RPLP1 RPS17
RPLP1 RPS28
RPLP1 RPL34
RPLP1 RPL39
RPLP1 RPS3A
RPLP1 RPL11
RPLP1 RPL10
RPLP1 RPL27
RPLP1 RPL7A
RPLP1 RPL31
RPLP1 RPL24
RPLP1 RPSA
RPLP1 RPS29
RPLP1 FAU
RPLP1 RPL23A
RPLP1 RPL30
RPLP1 RPS24
RPLP1 RPL23
RPLP1 RPS6
RPLP1 RPS13
RPLP1 RPL36
RPLP1 RPL37A
RPLP1 RPL35A
RPLP1 RPL36A
RPLP1 RPL32
RPLP1 RPL10A
RPLP1 RPS25
RPLP1 RPS14
RPLP1 RPL5
RPLP1 RPS20
RPLP1 RPL22
RPLP1 RPL17
RPLP1 RPLP0
RPLP1 RPL14
RPLP1 RPL12
RPLP1 RPL9
RPLP1 RPS8
RPLP1 RPS27
RPLP1 RPL13A
RPLP1 UBA52
RPLP1 RPS10
RPLP1 RPL18
RPLP1 RPL26
RPLP1 RPS26
RPLP1 RPS19
RPLP1 RPL29
RPLP1 RPS15
RPLP1 RPS5
RPLP1 RPL6
RPS17 RPL28
RPS17 RPS18
RPS17 RPS4X
RPS17 RPS28
RPS17 RPL34
RPS17 RPL39
RPS17 RPS3A
RPS17 RPL11
RPS17 RPL10
RPS17 RPL27
RPS17 RPL7A
RPS17 RPL31
RPS17 RPL24
RPS17 RPSA
RPS17 RPS29
RPS17 FAU
RPS17 RPL23A
RPS17 RPL30
RPS17 RPS24
RPS17 RPL23
RPS17 RPS6
RPS17 RPS13
RPS17 RPL36
RPS17 RPL37A
RPS17 RPL35A
RPS17 RPL36A
RPS17 RPL32
RPS17 RPL10A
RPS17 RPS25
RPS17 RPS14
RPS17 RPL5
RPS17 RPS20
RPS17 RPL22
RPS17 RPL17
RPS17 RPLP0
RPS17 RPL14
RPS17 RPL12
RPS17 RPL9
RPS17 RPS8
RPS17 RPS27
RPS17 RPL13A
RPS17 UBA52
RPS17 RPS10
RPS17 RPL18
RPS17 RPL26
RPS17 RPS26
RPS17 RPS19
RPS17 RPL29
RPS17 RPS15
RPS17 RPS5
RPS17 RPL6
RPS3A RPL28
RPS3A RPS4X
RPS3A RPS28
RPS3A RPL39
RPS3A GNB2L1
RPS3A RPL27
RPS3A RPL7A
RPS3A RPL31
RPS3A RPL24
RPS3A FAU
RPS3A RPS13
RPS3A RPL36
RPS3A RPL37A
RPS3A RPS25
RPS3A RPL5
RPS3A RPLP0
RPS3A RPL14
RPS3A RPL9
RPS3A RPS8
RPS3A UBA52
RPS3A RPS10
RPS3A RPL18
RPS3A RPS19
RPS3A RPS5
RPS3A RPS18
RPS3A RPL34
RPS3A RPL11
RPS3A RPL10
RPS3A RPSA
RPS3A RPS29
RPS3A RPL23A
RPS3A RPL30
RPS3A RPS24
RPS3A RPL23
RPS3A RPS6
RPS3A RPL35A
RPS3A RPL36A
RPS3A RPL32
RPS3A RPL10A
RPS3A RPS14
RPS3A RPS20
RPS3A RPL22
RPS3A RPL17
RPS3A RPL12
RPS3A RPS27
RPS3A RPL13A
RPS3A RPL26
RPS3A RPS26
RPS3A RPL29
RPS3A RPS15
RPS3A RPL6
RPSA RPL28
RPSA RPS18
RPSA RPS4X
RPSA RPS28
RPSA RPL34
RPSA RPL39
RPSA GNB2L1
RPSA RPL11
RPSA RPL10
RPSA RPL27
RPSA RPL7A
RPSA RPL31
RPSA RPL24
RPSA RPS29
RPSA FAU
RPSA RPL23A
RPSA RPL30
RPSA RPS24
RPSA RPL23
RPSA RPS6
RPSA RPS13
RPSA RPL36
RPSA RPL37A
RPSA RPL35A
RPSA EIF3I
RPSA RPL32
RPSA RPL10A
RPSA RPS25
RPSA RPS14
RPSA RPL5
RPSA EIF3M
RPSA RPS20
RPSA RPL22
RPSA RPL17
RPSA RPLP0
RPSA RPL14
RPSA RPL12
RPSA RPL9
RPSA RPS8
RPSA RPS27
RPSA RPL13A
RPSA UBA52
RPSA RPS10
RPSA RPL18
RPSA RPL26
RPSA RPS26
RPSA RPS19
RPSA RPL29
RPSA RPS15
RPSA RPS5
RPSA RPL6
RPL22 RPS18
RPL22 RPS4X
RPL22 RPS28
RPL22 RPL34
RPL22 RPL39
RPL22 RPL11
RPL22 RPL10
RPL22 RPL27
RPL22 RPL7A
RPL22 RPL31
RPL22 RPL24
RPL22 RPS29
RPL22 RPL26L1
RPL22 FAU
RPL22 RPL23A
RPL22 RPL30
RPL22 RPS24
RPL22 RPL23
RPL22 RPS6
RPL22 RPS13
RPL22 RPL36
RPL22 RPL37A
RPL22 RPL35A
RPL22 RPL36A
RPL22 RPL32
RPL22 RPL10A
RPL22 RPS25
RPL22 RPS14
RPL22 RPL5
RPL22 RPS20
RPL22 RPL17
RPL22 RPLP0
RPL22 RPL14
RPL22 RPL12
RPL22 RPL9
RPL22 RPS8
RPL22 RPS27
RPL22 RPL13A
RPL22 UBA52
RPL22 RPS10
RPL22 RPL18
RPL22 RPL26
RPL22 RPS26
RPL22 RPS19
RPL22 RPL29
RPL22 RPS15
RPL22 RPS5
RPL22 RPL6
ETFB ETFDH
ETFB ETFA
NDUFV3 NDUFA6
COPS8 GPS1
COPS8 COPS5
COPS8 COPS7B
